origin_fips_state,origin_fips_county,dest_fips_state,dest_fips_county,origin_state_name,origin_county_name,municipio_of_current_residence_estimate,origin_col_7_moe,origin_nonmovers_estimate,origin_col_9_moe,movers_within_puerto_rico_estimate,origin_col_11_moe,movers_within_same_municipio_estimate,origin_col_13_moe,movers_from_different_municipio_estimate,origin_col_15_moe,movers_from_u_s_estimate,origin_col_17_moe,movers_from_elsewhere1_estimate,origin_col_19_moe,dest_state_name,dest_county_name,municipio_county_of_residence_1_year_ago_estimate,dest_col_23_moe,dest_nonmovers_estimate,dest_col_25_moe,movers_within_puerto_rico_or_united_states2_estimate,dest_col_27_moe,movers_within_same_municipio_county_estimate,dest_col_29_moe,movers_to_different_municipio_or_county__same_state_estimate,dest_col_31_moe,dest_movers_diff_state_estimate,dest_col_33_moe,dest_movers_pr_estimate,dest_col_35_moe,movers_in_county_to_county_flow_estimate,dest_col_37_moe,origin_county_name_clean,dest_county_name_clean,origin_location_key,dest_location_key,source_file,year_start,year_end
72,001,72,125,Puerto Rico,Adjuntas Municipio,19198.0,84.0,18210.0,293.0,842.0,251.0,700.0,234.0,142.0,97.0,146.0,92.0,,,Puerto Rico,San Germán Municipio,34862.0,526.0,32399.0,645.0,2222.0,688.0,1317.0,520.0,905.0,393.0,241.0,155.0,,,1.0,4.0,Adjuntas Municipio,San Germán Municipio,72_001,72_125,inflow_09_13_Puerto Rico.csv,2009,2013
72,001,72,127,Puerto Rico,Adjuntas Municipio,19198.0,84.0,18210.0,293.0,842.0,251.0,700.0,234.0,142.0,97.0,146.0,92.0,,,Puerto Rico,San Juan Municipio,387306.0,2396.0,338118.0,2156.0,34516.0,1773.0,25827.0,1499.0,8689.0,1046.0,14672.0,1518.0,,,29.0,42.0,Adjuntas Municipio,San Juan Municipio,72_001,72_127,inflow_09_13_Puerto Rico.csv,2009,2013
72,001,72,131,Puerto Rico,Adjuntas Municipio,19198.0,84.0,18210.0,293.0,842.0,251.0,700.0,234.0,142.0,97.0,146.0,92.0,,,Puerto Rico,San Sebastián Municipio,41983.0,511.0,38672.0,585.0,2386.0,629.0,1689.0,543.0,697.0,305.0,925.0,389.0,,,1.0,3.0,Adjuntas Municipio,San Sebastián Municipio,72_001,72_131,inflow_09_13_Puerto Rico.csv,2009,2013
72,001,72,139,Puerto Rico,Adjuntas Municipio,19198.0,84.0,18210.0,293.0,842.0,251.0,700.0,234.0,142.0,97.0,146.0,92.0,,,Puerto Rico,Trujillo Alto Municipio,74504.0,856.0,67222.0,809.0,6451.0,817.0,2822.0,602.0,3629.0,573.0,831.0,249.0,,,3.0,5.0,Adjuntas Municipio,Trujillo Alto Municipio,72_001,72_139,inflow_09_13_Puerto Rico.csv,2009,2013
72,001,72,141,Puerto Rico,Adjuntas Municipio,19198.0,84.0,18210.0,293.0,842.0,251.0,700.0,234.0,142.0,97.0,146.0,92.0,,,Puerto Rico,Utuado Municipio,33079.0,476.0,30453.0,461.0,2251.0,457.0,1146.0,335.0,1105.0,340.0,375.0,242.0,,,7.0,12.0,Adjuntas Municipio,Utuado Municipio,72_001,72_141,inflow_09_13_Puerto Rico.csv,2009,2013
72,001,72,143,Puerto Rico,Adjuntas Municipio,19198.0,84.0,18210.0,293.0,842.0,251.0,700.0,234.0,142.0,97.0,146.0,92.0,,,Puerto Rico,Vega Alta Municipio,40119.0,619.0,38116.0,393.0,1426.0,466.0,565.0,238.0,861.0,400.0,577.0,329.0,,,3.0,7.0,Adjuntas Municipio,Vega Alta Municipio,72_001,72_143,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,09,003,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Connecticut,Hartford County,882642.0,2530.0,776000.0,3231.0,106094.0,3020.0,72374.0,2840.0,14874.0,1229.0,18846.0,1223.0,548.0,249.0,22.0,34.0,Aguada Municipio,Hartford,72_003,09_003,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,13,121,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Georgia,Fulton County,944800.0,4613.0,748471.0,4037.0,196291.0,5034.0,100402.0,3796.0,56863.0,2838.0,39026.0,2325.0,38.0,41.0,18.0,29.0,Aguada Municipio,Fulton,72_003,13_121,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,13,135,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Georgia,Gwinnett County,812033.0,4143.0,694587.0,4682.0,117357.0,4590.0,67533.0,3823.0,29750.0,2161.0,20074.0,1740.0,89.0,78.0,17.0,27.0,Aguada Municipio,Gwinnett,72_003,13_135,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,17,001,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Illinois,Adams County,67387.0,607.0,58045.0,864.0,9292.0,1002.0,6109.0,858.0,1222.0,223.0,1961.0,519.0,50.0,79.0,50.0,79.0,Aguada Municipio,Adams,72_003,17_001,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,34,027,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,New Jersey,Morris County,493307.0,2091.0,452507.0,2050.0,40702.0,2186.0,17395.0,1541.0,9274.0,856.0,14033.0,1271.0,98.0,134.0,90.0,134.0,Aguada Municipio,Morris,72_003,34_027,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,36,047,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,New York,Kings County,2529960.0,5286.0,2267129.0,5688.0,262302.0,6267.0,145099.0,4531.0,60007.0,2674.0,57196.0,2480.0,529.0,204.0,15.0,23.0,Aguada Municipio,Kings,72_003,36_047,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,36,061,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,New York,New York County,1567277.0,5476.0,1329165.0,5955.0,236897.0,5657.0,123822.0,4221.0,56803.0,2355.0,56272.0,2449.0,1215.0,380.0,57.0,71.0,Aguada Municipio,New York,72_003,36_061,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,37,051,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,North Carolina,Cumberland County,315374.0,2966.0,243389.0,2379.0,71877.0,3121.0,37442.0,1992.0,12471.0,1291.0,21964.0,1876.0,108.0,78.0,16.0,24.0,Aguada Municipio,Cumberland,72_003,37_051,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,45,045,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,South Carolina,Greenville County,447614.0,2657.0,384043.0,3287.0,63555.0,2838.0,40629.0,2428.0,12699.0,994.0,10227.0,921.0,16.0,26.0,16.0,26.0,Aguada Municipio,Greenville,72_003,45_045,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,48,099,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Texas,Coryell County,73991.0,1751.0,59178.0,1246.0,14764.0,1485.0,3847.0,601.0,6465.0,1001.0,4452.0,814.0,49.0,78.0,49.0,78.0,Aguada Municipio,Coryell,72_003,48_099,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,55,079,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Wisconsin,Milwaukee County,936698.0,2976.0,764305.0,4328.0,172075.0,3953.0,133389.0,3539.0,21691.0,1272.0,16995.0,1372.0,318.0,229.0,36.0,55.0,Aguada Municipio,Milwaukee,72_003,55_079,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,72,005,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Puerto Rico,Aguadilla Municipio,59116.0,744.0,54113.0,824.0,3924.0,645.0,2793.0,578.0,1131.0,301.0,1079.0,341.0,,,137.0,143.0,Aguada Municipio,Aguadilla Municipio,72_003,72_005,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,72,027,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Puerto Rico,Camuy Municipio,35170.0,447.0,33274.0,373.0,1371.0,340.0,669.0,298.0,702.0,255.0,525.0,268.0,,,74.0,120.0,Aguada Municipio,Camuy Municipio,72_003,72_027,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,72,031,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Puerto Rico,Carolina Municipio,175421.0,1560.0,155948.0,1439.0,15489.0,1365.0,8685.0,1015.0,6804.0,942.0,3984.0,977.0,,,38.0,59.0,Aguada Municipio,Carolina Municipio,72_003,72_031,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,72,043,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Puerto Rico,Coamo Municipio,40440.0,463.0,37594.0,561.0,2394.0,593.0,1668.0,508.0,726.0,277.0,452.0,245.0,,,11.0,24.0,Aguada Municipio,Coamo Municipio,72_003,72_043,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,72,061,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Puerto Rico,Guaynabo Municipio,96428.0,1107.0,89078.0,905.0,5834.0,804.0,2379.0,502.0,3455.0,609.0,1516.0,374.0,,,6.0,14.0,Aguada Municipio,Guaynabo Municipio,72_003,72_061,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,72,097,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Puerto Rico,Mayagüez Municipio,84901.0,969.0,76979.0,904.0,6657.0,795.0,5014.0,712.0,1643.0,398.0,1265.0,447.0,,,12.0,19.0,Aguada Municipio,Mayagüez Municipio,72_003,72_097,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,72,117,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Puerto Rico,Rincón Municipio,15254.0,270.0,14633.0,191.0,415.0,171.0,145.0,66.0,270.0,151.0,206.0,150.0,,,8.0,12.0,Aguada Municipio,Rincón Municipio,72_003,72_117,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,72,119,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Puerto Rico,Río Grande Municipio,53328.0,1008.0,48014.0,888.0,4464.0,877.0,2269.0,638.0,2195.0,498.0,850.0,434.0,,,4.0,9.0,Aguada Municipio,Río Grande Municipio,72_003,72_119,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,72,121,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Puerto Rico,Sabana Grande Municipio,25144.0,418.0,23973.0,323.0,734.0,293.0,342.0,168.0,392.0,214.0,437.0,306.0,,,4.0,9.0,Aguada Municipio,Sabana Grande Municipio,72_003,72_121,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,72,125,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Puerto Rico,San Germán Municipio,34862.0,526.0,32399.0,645.0,2222.0,688.0,1317.0,520.0,905.0,393.0,241.0,155.0,,,10.0,16.0,Aguada Municipio,San Germán Municipio,72_003,72_125,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,72,127,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Puerto Rico,San Juan Municipio,387306.0,2396.0,338118.0,2156.0,34516.0,1773.0,25827.0,1499.0,8689.0,1046.0,14672.0,1518.0,,,29.0,48.0,Aguada Municipio,San Juan Municipio,72_003,72_127,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,72,137,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Puerto Rico,Toa Baja Municipio,90091.0,1477.0,81140.0,887.0,6145.0,988.0,3257.0,797.0,2888.0,575.0,2806.0,1068.0,,,1.0,2.0,Aguada Municipio,Toa Baja Municipio,72_003,72_137,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,72,143,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Puerto Rico,Vega Alta Municipio,40119.0,619.0,38116.0,393.0,1426.0,466.0,565.0,238.0,861.0,400.0,577.0,329.0,,,7.0,17.0,Aguada Municipio,Vega Alta Municipio,72_003,72_143,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,CAR,000,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,Caribbean,-,,,,,,,,,,,,,,,1.0,2.0,Aguada Municipio,,72_003,Caribbean,inflow_09_13_Puerto Rico.csv,2009,2013
72,003,SAM,000,Puerto Rico,Aguada Municipio,41052.0,167.0,39425.0,473.0,1226.0,394.0,885.0,317.0,341.0,213.0,386.0,224.0,15.0,23.0,South America,-,,,,,,,,,,,,,,,14.0,23.0,Aguada Municipio,,72_003,South America,inflow_09_13_Puerto Rico.csv,2009,2013
72,005,01,117,Puerto Rico,Aguadilla Municipio,59302.0,220.0,54113.0,824.0,4360.0,707.0,2793.0,578.0,1567.0,412.0,688.0,299.0,141.0,91.0,Alabama,Shelby County,194532.0,1943.0,169969.0,1992.0,24506.0,1878.0,12134.0,1389.0,8285.0,993.0,4087.0,687.0,57.0,90.0,57.0,90.0,Aguadilla Municipio,Shelby,72_005,01_117,inflow_09_13_Puerto Rico.csv,2009,2013
72,005,04,019,Puerto Rico,Aguadilla Municipio,59302.0,220.0,54113.0,824.0,4360.0,707.0,2793.0,578.0,1567.0,412.0,688.0,299.0,141.0,91.0,Arizona,Pima County,964539.0,3452.0,775890.0,4373.0,188554.0,5149.0,142315.0,4181.0,16170.0,1518.0,30069.0,2060.0,95.0,74.0,14.0,23.0,Aguadilla Municipio,Pima,72_005,04_019,inflow_09_13_Puerto Rico.csv,2009,2013
72,005,06,073,Puerto Rico,Aguadilla Municipio,59302.0,220.0,54113.0,824.0,4360.0,707.0,2793.0,578.0,1567.0,412.0,688.0,299.0,141.0,91.0,California,San Diego County,3086170.0,6471.0,2599071.0,7556.0,487029.0,7492.0,345496.0,6455.0,58504.0,3058.0,83029.0,3393.0,70.0,66.0,8.0,10.0,Aguadilla Municipio,San Diego,72_005,06_073,inflow_09_13_Puerto Rico.csv,2009,2013
72,005,09,009,Puerto Rico,Aguadilla Municipio,59302.0,220.0,54113.0,824.0,4360.0,707.0,2793.0,578.0,1567.0,412.0,688.0,299.0,141.0,91.0,Connecticut,New Haven County,857185.0,3353.0,752383.0,3446.0,104426.0,3855.0,67719.0,2871.0,15139.0,1350.0,21568.0,1745.0,376.0,172.0,40.0,63.0,Aguadilla Municipio,New Haven,72_005,09_009,inflow_09_13_Puerto Rico.csv,2009,2013
72,005,12,011,Puerto Rico,Aguadilla Municipio,59302.0,220.0,54113.0,824.0,4360.0,707.0,2793.0,578.0,1567.0,412.0,688.0,299.0,141.0,91.0,Florida,Broward County,1739555.0,4945.0,1470865.0,6552.0,268360.0,6506.0,191553.0,5599.0,43573.0,2613.0,33234.0,2186.0,330.0,186.0,36.0,57.0,Aguadilla Municipio,Broward,72_005,12_011,inflow_09_13_Puerto Rico.csv,2009,2013
72,005,12,031,Puerto Rico,Aguadilla Municipio,59302.0,220.0,54113.0,824.0,4360.0,707.0,2793.0,578.0,1567.0,412.0,688.0,299.0,141.0,91.0,Florida,Duval County,860691.0,3689.0,701541.0,5300.0,158988.0,5253.0,107536.0,4418.0,24382.0,1710.0,27070.0,1791.0,162.0,113.0,27.0,43.0,Aguadilla Municipio,Duval,72_005,12_031,inflow_09_13_Puerto Rico.csv,2009,2013
72,005,12,057,Puerto Rico,Aguadilla Municipio,59302.0,220.0,54113.0,824.0,4360.0,707.0,2793.0,578.0,1567.0,412.0,688.0,299.0,141.0,91.0,Florida,Hillsborough County,1235520.0,4527.0,1015779.0,5527.0,218438.0,5565.0,150436.0,4474.0,35344.0,2320.0,32658.0,2388.0,1303.0,436.0,16.0,25.0,Aguadilla Municipio,Hillsborough,72_005,12_057,inflow_09_13_Puerto Rico.csv,2009,2013
72,005,12,073,Puerto Rico,Aguadilla Municipio,59302.0,220.0,54113.0,824.0,4360.0,707.0,2793.0,578.0,1567.0,412.0,688.0,299.0,141.0,91.0,Florida,Leon County,268583.0,2203.0,200670.0,2526.0,67885.0,2856.0,47315.0,2377.0,12393.0,1280.0,8177.0,924.0,28.0,25.0,4.0,9.0,Aguadilla Municipio,Leon,72_005,12_073,inflow_09_13_Puerto Rico.csv,2009,2013
72,005,12,095,Puerto Rico,Aguadilla Municipio,59302.0,220.0,54113.0,824.0,4360.0,707.0,2793.0,578.0,1567.0,412.0,688.0,299.0,141.0,91.0,Florida,Orange County,1143240.0,4754.0,922905.0,6152.0,218403.0,5598.0,144101.0,4590.0,43122.0,2470.0,31180.0,1882.0,1932.0,465.0,31.0,41.0,Aguadilla Municipio,Orange,72_005,12_095,inflow_09_13_Puerto Rico.csv,2009,2013
72,005,12,099,Puerto Rico,Aguadilla Municipio,59302.0,220.0,54113.0,824.0,4360.0,707.0,2793.0,578.0,1567.0,412.0,688.0,299.0,141.0,91.0,Florida,Palm Beach County,1306757.0,3834.0,1126865.0,5469.0,179695.0,5129.0,125352.0,4902.0,29456.0,1904.0,24887.0,1732.0,197.0,129.0,25.0,39.0,Aguadilla Municipio,Palm Beach,72_005,12_099,inflow_09_13_Puerto Rico.csv,2009,2013
72,005,15,001,Puerto Rico,Aguadilla Municipio,59302.0,220.0,54113.0,824.0,4360.0,707.0,2793.0,578.0,1567.0,412.0,688.0,299.0,141.0,91.0,Hawaii,Hawaii County,186368.0,1510.0,161019.0,2182.0,25336.0,2430.0,16414.0,2006.0,2963.0,686.0,5959.0,915.0,13.0,20.0,13.0,20.0,Aguadilla Municipio,Hawaii,72_005,15_001,inflow_09_13_Puerto Rico.csv,2009,2013
72,005,24,017,Puerto Rico,Aguadilla Municipio,59302.0,220.0,54113.0,824.0,4360.0,707.0,2793.0,578.0,1567.0,412.0,688.0,299.0,141.0,91.0,Maryland,Charles County,147431.0,1492.0,132911.0,1339.0,14489.0,1437.0,6263.0,986.0,3856.0,726.0,4370.0,770.0,31.0,35.0,18.0,29.0,Aguadilla Municipio,Charles,72_005,24_017,inflow_09_13_Puerto Rico.csv,2009,2013
72,005,25,001,Puerto Rico,Aguadilla Municipio,59302.0,220.0,54113.0,824.0,4360.0,707.0,2793.0,578.0,1567.0,412.0,688.0,299.0,141.0,91.0,Massachusetts,Barnstable County,214342.0,1404.0,195711.0,1191.0,18510.0,1447.0,9189.0,931.0,4523.0,625.0,4798.0,678.0,121.0,151.0,92.0,146.0,Aguadilla Municipio,Barnstable,72_005,25_001,inflow_09_13_Puerto Rico.csv,2009,2013
72,005,25,009,Puerto Rico,Aguadilla Municipio,59302.0,220.0,54113.0,824.0,4360.0,707.0,2793.0,578.0,1567.0,412.0,688.0,299.0,141.0,91.0,Massachusetts,Essex County,740115.0,2208.0,651177.0,3335.0,88806.0,3520.0,61187.0,3178.0,13265.0,925.0,14354.0,1104.0,132.0,110.0,67.0,99.0,Aguadilla Municipio,Essex,72_005,25_009,inflow_09_13_Puerto Rico.csv,2009,2013
