origin_fips_state,origin_fips_county,dest_fips_state,dest_fips_county,origin_state_name,origin_county_name,municipio_county_of_current_residence_estimate,origin_col_7_moe,origin_nonmovers_estimate,origin_col_9_moe,movers_within_puerto_rico_or_united_states1_estimate,origin_col_11_moe,movers_within_same_municipio_county_estimate,origin_col_13_moe,movers_from_different_municipio_or_county__same_state_estimate,origin_col_15_moe,origin_movers_diff_state_estimate,origin_col_17_moe,movers_from_elsewhere2_estimate,origin_col_19_moe,dest_state_name,dest_county_name,municipio_of_residence_1_year_ago3_estimate,dest_col_23_moe,dest_nonmovers_estimate,dest_col_25_moe,movers_within_puerto_rico_estimate,dest_col_27_moe,movers_within_same_municipio_estimate,dest_col_29_moe,movers_to_different_municipio_estimate,dest_col_31_moe,movers_in_county_to_county_flow_estimate,dest_col_33_moe,dest_col_34,dest_col_35,dest_col_36,dest_col_37,origin_county_name_clean,dest_county_name_clean,origin_location_key,dest_location_key,source_file
72,149,72,009,Puerto Rico,Villalba Municipio,29703.0,125.0,27057.0,682.0,2141.0,618.0,1569.0,535.0,572.0,290.0,505.0,298.0,,,Puerto Rico,Aibonito Municipio,27114.0,447.0,25422.0,369.0,1692.0,493.0,889.0,302.0,803.0,349.0,8.0,12.0,,,,,Villalba Municipio,Aibonito Municipio,72_149,72_009,outflow_05_09_Puerto Rico.csv
72,003,72,011,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,Puerto Rico,Añasco Municipio,29876.0,319.0,27983.0,540.0,1893.0,495.0,1294.0,440.0,599.0,213.0,11.0,17.0,,,,,Aguada Municipio,Añasco Municipio,72_003,72_011,outflow_05_09_Puerto Rico.csv
72,005,72,011,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,Puerto Rico,Añasco Municipio,29876.0,319.0,27983.0,540.0,1893.0,495.0,1294.0,440.0,599.0,213.0,90.0,85.0,,,,,Aguadilla Municipio,Añasco Municipio,72_005,72_011,outflow_05_09_Puerto Rico.csv
72,023,72,011,Puerto Rico,Cabo Rojo Municipio,52531.0,127.0,48666.0,734.0,3240.0,621.0,2264.0,586.0,976.0,297.0,448.0,198.0,177.0,143.0,Puerto Rico,Añasco Municipio,29876.0,319.0,27983.0,540.0,1893.0,495.0,1294.0,440.0,599.0,213.0,72.0,86.0,,,,,Cabo Rojo Municipio,Añasco Municipio,72_023,72_011,outflow_05_09_Puerto Rico.csv
72,065,72,011,Puerto Rico,Hatillo Municipio,42417.0,195.0,40315.0,590.0,1959.0,580.0,1349.0,450.0,610.0,314.0,143.0,108.0,,,Puerto Rico,Añasco Municipio,29876.0,319.0,27983.0,540.0,1893.0,495.0,1294.0,440.0,599.0,213.0,19.0,30.0,,,,,Hatillo Municipio,Añasco Municipio,72_065,72_011,outflow_05_09_Puerto Rico.csv
72,083,72,011,Puerto Rico,Las Marías Municipio,11989.0,50.0,11004.0,271.0,942.0,249.0,461.0,209.0,481.0,213.0,34.0,38.0,9.0,14.0,Puerto Rico,Añasco Municipio,29876.0,319.0,27983.0,540.0,1893.0,495.0,1294.0,440.0,599.0,213.0,38.0,60.0,,,,,Las Marías Municipio,Añasco Municipio,72_083,72_011,outflow_05_09_Puerto Rico.csv
72,097,72,011,Puerto Rico,Mayagüez Municipio,92755.0,181.0,83516.0,993.0,7973.0,941.0,5129.0,841.0,2844.0,518.0,985.0,348.0,281.0,142.0,Puerto Rico,Añasco Municipio,29876.0,319.0,27983.0,540.0,1893.0,495.0,1294.0,440.0,599.0,213.0,177.0,139.0,,,,,Mayagüez Municipio,Añasco Municipio,72_097,72_011,outflow_05_09_Puerto Rico.csv
72,099,72,011,Puerto Rico,Moca Municipio,43739.0,183.0,40092.0,771.0,3072.0,774.0,2009.0,708.0,1063.0,414.0,541.0,353.0,34.0,52.0,Puerto Rico,Añasco Municipio,29876.0,319.0,27983.0,540.0,1893.0,495.0,1294.0,440.0,599.0,213.0,20.0,23.0,,,,,Moca Municipio,Añasco Municipio,72_099,72_011,outflow_05_09_Puerto Rico.csv
72,117,72,011,Puerto Rico,Rincón Municipio,16107.0,108.0,15486.0,239.0,427.0,206.0,218.0,134.0,209.0,146.0,173.0,117.0,21.0,34.0,Puerto Rico,Añasco Municipio,29876.0,319.0,27983.0,540.0,1893.0,495.0,1294.0,440.0,599.0,213.0,31.0,34.0,,,,,Rincón Municipio,Añasco Municipio,72_117,72_011,outflow_05_09_Puerto Rico.csv
72,119,72,011,Puerto Rico,Río Grande Municipio,55490.0,191.0,49041.0,938.0,5781.0,882.0,2509.0,659.0,3272.0,750.0,568.0,295.0,100.0,155.0,Puerto Rico,Añasco Municipio,29876.0,319.0,27983.0,540.0,1893.0,495.0,1294.0,440.0,599.0,213.0,20.0,32.0,,,,,Río Grande Municipio,Añasco Municipio,72_119,72_011,outflow_05_09_Puerto Rico.csv
72,125,72,011,Puerto Rico,San Germán Municipio,37208.0,145.0,34249.0,580.0,2540.0,567.0,1850.0,546.0,690.0,241.0,350.0,182.0,69.0,66.0,Puerto Rico,Añasco Municipio,29876.0,319.0,27983.0,540.0,1893.0,495.0,1294.0,440.0,599.0,213.0,20.0,33.0,,,,,San Germán Municipio,Añasco Municipio,72_125,72_011,outflow_05_09_Puerto Rico.csv
72,127,72,011,Puerto Rico,San Juan Municipio,419840.0,413.0,368481.0,2301.0,45456.0,2127.0,30902.0,1756.0,14554.0,1220.0,3799.0,652.0,2104.0,387.0,Puerto Rico,Añasco Municipio,29876.0,319.0,27983.0,540.0,1893.0,495.0,1294.0,440.0,599.0,213.0,63.0,55.0,,,,,San Juan Municipio,Añasco Municipio,72_127,72_011,outflow_05_09_Puerto Rico.csv
72,131,72,011,Puerto Rico,San Sebastián Municipio,47004.0,140.0,42257.0,988.0,4098.0,990.0,3043.0,766.0,1055.0,459.0,638.0,228.0,11.0,18.0,Puerto Rico,Añasco Municipio,29876.0,319.0,27983.0,540.0,1893.0,495.0,1294.0,440.0,599.0,213.0,19.0,29.0,,,,,San Sebastián Municipio,Añasco Municipio,72_131,72_011,outflow_05_09_Puerto Rico.csv
72,145,72,011,Puerto Rico,Vega Baja Municipio,63674.0,186.0,62596.0,322.0,863.0,252.0,478.0,140.0,385.0,193.0,196.0,92.0,19.0,29.0,Puerto Rico,Añasco Municipio,29876.0,319.0,27983.0,540.0,1893.0,495.0,1294.0,440.0,599.0,213.0,19.0,32.0,,,,,Vega Baja Municipio,Añasco Municipio,72_145,72_011,outflow_05_09_Puerto Rico.csv
72,005,72,013,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,175.0,89.0,,,,,Aguadilla Municipio,Arecibo Municipio,72_005,72_013,outflow_05_09_Puerto Rico.csv
72,017,72,013,Puerto Rico,Barceloneta Municipio,22646.0,113.0,20460.0,588.0,1856.0,483.0,918.0,363.0,938.0,313.0,292.0,279.0,38.0,58.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,111.0,136.0,,,,,Barceloneta Municipio,Arecibo Municipio,72_017,72_013,outflow_05_09_Puerto Rico.csv
72,021,72,013,Puerto Rico,Bayamón Municipio,218415.0,278.0,196841.0,1398.0,19372.0,1322.0,10625.0,928.0,8747.0,867.0,1942.0,405.0,260.0,152.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,64.0,49.0,,,,,Bayamón Municipio,Arecibo Municipio,72_021,72_013,outflow_05_09_Puerto Rico.csv
72,025,72,013,Puerto Rico,Caguas Municipio,141357.0,220.0,129604.0,1129.0,10775.0,1085.0,7447.0,1003.0,3328.0,715.0,793.0,293.0,185.0,124.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,85.0,104.0,,,,,Caguas Municipio,Arecibo Municipio,72_025,72_013,outflow_05_09_Puerto Rico.csv
72,027,72,013,Puerto Rico,Camuy Municipio,39022.0,118.0,37379.0,452.0,1442.0,489.0,790.0,262.0,652.0,378.0,195.0,239.0,6.0,9.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,31.0,48.0,,,,,Camuy Municipio,Arecibo Municipio,72_027,72_013,outflow_05_09_Puerto Rico.csv
72,029,72,013,Puerto Rico,Canóvanas Municipio,46503.0,208.0,42639.0,722.0,3544.0,705.0,1768.0,512.0,1776.0,477.0,197.0,106.0,123.0,198.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,87.0,139.0,,,,,Canóvanas Municipio,Arecibo Municipio,72_029,72_013,outflow_05_09_Puerto Rico.csv
72,031,72,013,Puerto Rico,Carolina Municipio,185139.0,265.0,167725.0,1433.0,15572.0,1385.0,9516.0,1026.0,6056.0,793.0,1490.0,389.0,352.0,163.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,64.0,59.0,,,,,Carolina Municipio,Arecibo Municipio,72_031,72_013,outflow_05_09_Puerto Rico.csv
72,039,72,013,Puerto Rico,Ciales Municipio,20361.0,94.0,19153.0,337.0,1054.0,302.0,860.0,301.0,194.0,90.0,143.0,95.0,11.0,18.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,14.0,22.0,,,,,Ciales Municipio,Arecibo Municipio,72_039,72_013,outflow_05_09_Puerto Rico.csv
72,054,72,013,Puerto Rico,Florida Municipio,15444.0,128.0,14026.0,539.0,1278.0,466.0,945.0,406.0,333.0,213.0,140.0,185.0,,,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,39.0,64.0,,,,,Florida Municipio,Arecibo Municipio,72_054,72_013,outflow_05_09_Puerto Rico.csv
72,061,72,013,Puerto Rico,Guaynabo Municipio,101679.0,209.0,93765.0,1073.0,6377.0,1011.0,2522.0,493.0,3855.0,792.0,1140.0,385.0,397.0,243.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,121.0,97.0,,,,,Guaynabo Municipio,Arecibo Municipio,72_061,72_013,outflow_05_09_Puerto Rico.csv
72,065,72,013,Puerto Rico,Hatillo Municipio,42417.0,195.0,40315.0,590.0,1959.0,580.0,1349.0,450.0,610.0,314.0,143.0,108.0,,,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,38.0,42.0,,,,,Hatillo Municipio,Arecibo Municipio,72_065,72_013,outflow_05_09_Puerto Rico.csv
72,067,72,013,Puerto Rico,Hormigueros Municipio,17371.0,84.0,16040.0,387.0,1213.0,357.0,607.0,267.0,606.0,253.0,118.0,103.0,,,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,32.0,47.0,,,,,Hormigueros Municipio,Arecibo Municipio,72_067,72_013,outflow_05_09_Puerto Rico.csv
72,069,72,013,Puerto Rico,Humacao Municipio,59966.0,171.0,55358.0,749.0,4125.0,683.0,2360.0,515.0,1765.0,499.0,389.0,199.0,94.0,76.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,13.0,22.0,,,,,Humacao Municipio,Arecibo Municipio,72_069,72_013,outflow_05_09_Puerto Rico.csv
72,071,72,013,Puerto Rico,Isabela Municipio,47192.0,147.0,44836.0,556.0,1748.0,502.0,1368.0,472.0,380.0,188.0,608.0,328.0,,,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,16.0,24.0,,,,,Isabela Municipio,Arecibo Municipio,72_071,72_013,outflow_05_09_Puerto Rico.csv
72,073,72,013,Puerto Rico,Jayuya Municipio,18129.0,99.0,16665.0,455.0,1318.0,431.0,985.0,351.0,333.0,234.0,146.0,135.0,,,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,9.0,15.0,,,,,Jayuya Municipio,Arecibo Municipio,72_073,72_013,outflow_05_09_Puerto Rico.csv
72,081,72,013,Puerto Rico,Lares Municipio,37356.0,112.0,34672.0,647.0,2423.0,620.0,1887.0,514.0,536.0,279.0,250.0,213.0,11.0,18.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,137.0,189.0,,,,,Lares Municipio,Arecibo Municipio,72_081,72_013,outflow_05_09_Puerto Rico.csv
72,091,72,013,Puerto Rico,Manatí Municipio,48917.0,194.0,47306.0,428.0,1226.0,337.0,827.0,251.0,399.0,215.0,380.0,166.0,5.0,8.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,54.0,57.0,,,,,Manatí Municipio,Arecibo Municipio,72_091,72_013,outflow_05_09_Puerto Rico.csv
72,097,72,013,Puerto Rico,Mayagüez Municipio,92755.0,181.0,83516.0,993.0,7973.0,941.0,5129.0,841.0,2844.0,518.0,985.0,348.0,281.0,142.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,111.0,90.0,,,,,Mayagüez Municipio,Arecibo Municipio,72_097,72_013,outflow_05_09_Puerto Rico.csv
72,099,72,013,Puerto Rico,Moca Municipio,43739.0,183.0,40092.0,771.0,3072.0,774.0,2009.0,708.0,1063.0,414.0,541.0,353.0,34.0,52.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,105.0,162.0,,,,,Moca Municipio,Arecibo Municipio,72_099,72_013,outflow_05_09_Puerto Rico.csv
72,101,72,013,Puerto Rico,Morovis Municipio,32188.0,161.0,30890.0,539.0,1101.0,485.0,541.0,360.0,560.0,307.0,197.0,192.0,,,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,101.0,138.0,,,,,Morovis Municipio,Arecibo Municipio,72_101,72_013,outflow_05_09_Puerto Rico.csv
72,107,72,013,Puerto Rico,Orocovis Municipio,24587.0,85.0,22631.0,458.0,1632.0,383.0,1244.0,349.0,388.0,188.0,272.0,169.0,52.0,83.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,28.0,42.0,,,,,Orocovis Municipio,Arecibo Municipio,72_107,72_013,outflow_05_09_Puerto Rico.csv
72,113,72,013,Puerto Rico,Ponce Municipio,178070.0,278.0,158364.0,1532.0,16871.0,1366.0,12915.0,1260.0,3956.0,578.0,2397.0,494.0,438.0,237.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,152.0,103.0,,,,,Ponce Municipio,Arecibo Municipio,72_113,72_013,outflow_05_09_Puerto Rico.csv
72,115,72,013,Puerto Rico,Quebradillas Municipio,27583.0,141.0,26635.0,491.0,805.0,393.0,583.0,336.0,222.0,149.0,143.0,136.0,,,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,74.0,81.0,,,,,Quebradillas Municipio,Arecibo Municipio,72_115,72_013,outflow_05_09_Puerto Rico.csv
72,125,72,013,Puerto Rico,San Germán Municipio,37208.0,145.0,34249.0,580.0,2540.0,567.0,1850.0,546.0,690.0,241.0,350.0,182.0,69.0,66.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,78.0,127.0,,,,,San Germán Municipio,Arecibo Municipio,72_125,72_013,outflow_05_09_Puerto Rico.csv
72,127,72,013,Puerto Rico,San Juan Municipio,419840.0,413.0,368481.0,2301.0,45456.0,2127.0,30902.0,1756.0,14554.0,1220.0,3799.0,652.0,2104.0,387.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,238.0,130.0,,,,,San Juan Municipio,Arecibo Municipio,72_127,72_013,outflow_05_09_Puerto Rico.csv
72,137,72,013,Puerto Rico,Toa Baja Municipio,93804.0,223.0,87046.0,890.0,6162.0,856.0,3287.0,697.0,2875.0,595.0,560.0,264.0,36.0,55.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,40.0,64.0,,,,,Toa Baja Municipio,Arecibo Municipio,72_137,72_013,outflow_05_09_Puerto Rico.csv
72,143,72,013,Puerto Rico,Vega Alta Municipio,39049.0,131.0,37280.0,405.0,1582.0,398.0,368.0,153.0,1214.0,362.0,175.0,105.0,12.0,18.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,40.0,63.0,,,,,Vega Alta Municipio,Arecibo Municipio,72_143,72_013,outflow_05_09_Puerto Rico.csv
72,145,72,013,Puerto Rico,Vega Baja Municipio,63674.0,186.0,62596.0,322.0,863.0,252.0,478.0,140.0,385.0,193.0,196.0,92.0,19.0,29.0,Puerto Rico,Arecibo Municipio,99990.0,863.0,93186.0,1249.0,6804.0,1100.0,4738.0,940.0,2066.0,471.0,9.0,16.0,,,,,Vega Baja Municipio,Arecibo Municipio,72_145,72_013,outflow_05_09_Puerto Rico.csv
72,019,72,015,Puerto Rico,Barranquitas Municipio,29973.0,150.0,28348.0,509.0,1502.0,459.0,775.0,335.0,727.0,362.0,102.0,61.0,21.0,36.0,Puerto Rico,Arroyo Municipio,18787.0,425.0,17002.0,570.0,1785.0,507.0,1149.0,449.0,636.0,270.0,31.0,39.0,,,,,Barranquitas Municipio,Arroyo Municipio,72_019,72_015,outflow_05_09_Puerto Rico.csv
72,021,72,015,Puerto Rico,Bayamón Municipio,218415.0,278.0,196841.0,1398.0,19372.0,1322.0,10625.0,928.0,8747.0,867.0,1942.0,405.0,260.0,152.0,Puerto Rico,Arroyo Municipio,18787.0,425.0,17002.0,570.0,1785.0,507.0,1149.0,449.0,636.0,270.0,31.0,50.0,,,,,Bayamón Municipio,Arroyo Municipio,72_021,72_015,outflow_05_09_Puerto Rico.csv
72,031,72,015,Puerto Rico,Carolina Municipio,185139.0,265.0,167725.0,1433.0,15572.0,1385.0,9516.0,1026.0,6056.0,793.0,1490.0,389.0,352.0,163.0,Puerto Rico,Arroyo Municipio,18787.0,425.0,17002.0,570.0,1785.0,507.0,1149.0,449.0,636.0,270.0,26.0,42.0,,,,,Carolina Municipio,Arroyo Municipio,72_031,72_015,outflow_05_09_Puerto Rico.csv
72,057,72,015,Puerto Rico,Guayama Municipio,44836.0,127.0,41322.0,756.0,2952.0,636.0,1954.0,499.0,998.0,386.0,562.0,280.0,,,Puerto Rico,Arroyo Municipio,18787.0,425.0,17002.0,570.0,1785.0,507.0,1149.0,449.0,636.0,270.0,157.0,160.0,,,,,Guayama Municipio,Arroyo Municipio,72_057,72_015,outflow_05_09_Puerto Rico.csv
72,061,72,015,Puerto Rico,Guaynabo Municipio,101679.0,209.0,93765.0,1073.0,6377.0,1011.0,2522.0,493.0,3855.0,792.0,1140.0,385.0,397.0,243.0,Puerto Rico,Arroyo Municipio,18787.0,425.0,17002.0,570.0,1785.0,507.0,1149.0,449.0,636.0,270.0,32.0,51.0,,,,,Guaynabo Municipio,Arroyo Municipio,72_061,72_015,outflow_05_09_Puerto Rico.csv
72,095,72,015,Puerto Rico,Maunabo Municipio,12548.0,62.0,12237.0,151.0,224.0,112.0,76.0,61.0,148.0,85.0,87.0,61.0,,,Puerto Rico,Arroyo Municipio,18787.0,425.0,17002.0,570.0,1785.0,507.0,1149.0,449.0,636.0,270.0,8.0,14.0,,,,,Maunabo Municipio,Arroyo Municipio,72_095,72_015,outflow_05_09_Puerto Rico.csv
72,101,72,015,Puerto Rico,Morovis Municipio,32188.0,161.0,30890.0,539.0,1101.0,485.0,541.0,360.0,560.0,307.0,197.0,192.0,,,Puerto Rico,Arroyo Municipio,18787.0,425.0,17002.0,570.0,1785.0,507.0,1149.0,449.0,636.0,270.0,46.0,71.0,,,,,Morovis Municipio,Arroyo Municipio,72_101,72_015,outflow_05_09_Puerto Rico.csv
72,109,72,015,Puerto Rico,Patillas Municipio,19779.0,98.0,18559.0,348.0,982.0,346.0,744.0,321.0,238.0,115.0,219.0,129.0,19.0,31.0,Puerto Rico,Arroyo Municipio,18787.0,425.0,17002.0,570.0,1785.0,507.0,1149.0,449.0,636.0,270.0,71.0,66.0,,,,,Patillas Municipio,Arroyo Municipio,72_109,72_015,outflow_05_09_Puerto Rico.csv
72,113,72,015,Puerto Rico,Ponce Municipio,178070.0,278.0,158364.0,1532.0,16871.0,1366.0,12915.0,1260.0,3956.0,578.0,2397.0,494.0,438.0,237.0,Puerto Rico,Arroyo Municipio,18787.0,425.0,17002.0,570.0,1785.0,507.0,1149.0,449.0,636.0,270.0,75.0,54.0,,,,,Ponce Municipio,Arroyo Municipio,72_113,72_015,outflow_05_09_Puerto Rico.csv
72,123,72,015,Puerto Rico,Salinas Municipio,31892.0,79.0,29486.0,546.0,1925.0,457.0,1505.0,403.0,420.0,254.0,471.0,235.0,10.0,15.0,Puerto Rico,Arroyo Municipio,18787.0,425.0,17002.0,570.0,1785.0,507.0,1149.0,449.0,636.0,270.0,16.0,19.0,,,,,Salinas Municipio,Arroyo Municipio,72_123,72_015,outflow_05_09_Puerto Rico.csv
72,127,72,015,Puerto Rico,San Juan Municipio,419840.0,413.0,368481.0,2301.0,45456.0,2127.0,30902.0,1756.0,14554.0,1220.0,3799.0,652.0,2104.0,387.0,Puerto Rico,Arroyo Municipio,18787.0,425.0,17002.0,570.0,1785.0,507.0,1149.0,449.0,636.0,270.0,28.0,44.0,,,,,San Juan Municipio,Arroyo Municipio,72_127,72_015,outflow_05_09_Puerto Rico.csv
72,139,72,015,Puerto Rico,Trujillo Alto Municipio,85012.0,163.0,76648.0,1053.0,7234.0,930.0,3230.0,688.0,4004.0,733.0,1013.0,381.0,117.0,97.0,Puerto Rico,Arroyo Municipio,18787.0,425.0,17002.0,570.0,1785.0,507.0,1149.0,449.0,636.0,270.0,115.0,179.0,,,,,Trujillo Alto Municipio,Arroyo Municipio,72_139,72_015,outflow_05_09_Puerto Rico.csv
72,013,72,017,Puerto Rico,Arecibo Municipio,101416.0,241.0,93186.0,1249.0,7337.0,1107.0,4738.0,940.0,2599.0,567.0,876.0,310.0,17.0,27.0,Puerto Rico,Barceloneta Municipio,21918.0,517.0,20460.0,588.0,1458.0,440.0,918.0,363.0,540.0,227.0,89.0,84.0,,,,,Arecibo Municipio,Barceloneta Municipio,72_013,72_017,outflow_05_09_Puerto Rico.csv
72,021,72,017,Puerto Rico,Bayamón Municipio,218415.0,278.0,196841.0,1398.0,19372.0,1322.0,10625.0,928.0,8747.0,867.0,1942.0,405.0,260.0,152.0,Puerto Rico,Barceloneta Municipio,21918.0,517.0,20460.0,588.0,1458.0,440.0,918.0,363.0,540.0,227.0,37.0,40.0,,,,,Bayamón Municipio,Barceloneta Municipio,72_021,72_017,outflow_05_09_Puerto Rico.csv
72,023,72,017,Puerto Rico,Cabo Rojo Municipio,52531.0,127.0,48666.0,734.0,3240.0,621.0,2264.0,586.0,976.0,297.0,448.0,198.0,177.0,143.0,Puerto Rico,Barceloneta Municipio,21918.0,517.0,20460.0,588.0,1458.0,440.0,918.0,363.0,540.0,227.0,38.0,59.0,,,,,Cabo Rojo Municipio,Barceloneta Municipio,72_023,72_017,outflow_05_09_Puerto Rico.csv
72,029,72,017,Puerto Rico,Canóvanas Municipio,46503.0,208.0,42639.0,722.0,3544.0,705.0,1768.0,512.0,1776.0,477.0,197.0,106.0,123.0,198.0,Puerto Rico,Barceloneta Municipio,21918.0,517.0,20460.0,588.0,1458.0,440.0,918.0,363.0,540.0,227.0,10.0,17.0,,,,,Canóvanas Municipio,Barceloneta Municipio,72_029,72_017,outflow_05_09_Puerto Rico.csv
72,054,72,017,Puerto Rico,Florida Municipio,15444.0,128.0,14026.0,539.0,1278.0,466.0,945.0,406.0,333.0,213.0,140.0,185.0,,,Puerto Rico,Barceloneta Municipio,21918.0,517.0,20460.0,588.0,1458.0,440.0,918.0,363.0,540.0,227.0,89.0,105.0,,,,,Florida Municipio,Barceloneta Municipio,72_054,72_017,outflow_05_09_Puerto Rico.csv
72,091,72,017,Puerto Rico,Manatí Municipio,48917.0,194.0,47306.0,428.0,1226.0,337.0,827.0,251.0,399.0,215.0,380.0,166.0,5.0,8.0,Puerto Rico,Barceloneta Municipio,21918.0,517.0,20460.0,588.0,1458.0,440.0,918.0,363.0,540.0,227.0,19.0,30.0,,,,,Manatí Municipio,Barceloneta Municipio,72_091,72_017,outflow_05_09_Puerto Rico.csv
72,097,72,017,Puerto Rico,Mayagüez Municipio,92755.0,181.0,83516.0,993.0,7973.0,941.0,5129.0,841.0,2844.0,518.0,985.0,348.0,281.0,142.0,Puerto Rico,Barceloneta Municipio,21918.0,517.0,20460.0,588.0,1458.0,440.0,918.0,363.0,540.0,227.0,13.0,22.0,,,,,Mayagüez Municipio,Barceloneta Municipio,72_097,72_017,outflow_05_09_Puerto Rico.csv
72,107,72,017,Puerto Rico,Orocovis Municipio,24587.0,85.0,22631.0,458.0,1632.0,383.0,1244.0,349.0,388.0,188.0,272.0,169.0,52.0,83.0,Puerto Rico,Barceloneta Municipio,21918.0,517.0,20460.0,588.0,1458.0,440.0,918.0,363.0,540.0,227.0,30.0,48.0,,,,,Orocovis Municipio,Barceloneta Municipio,72_107,72_017,outflow_05_09_Puerto Rico.csv
72,113,72,017,Puerto Rico,Ponce Municipio,178070.0,278.0,158364.0,1532.0,16871.0,1366.0,12915.0,1260.0,3956.0,578.0,2397.0,494.0,438.0,237.0,Puerto Rico,Barceloneta Municipio,21918.0,517.0,20460.0,588.0,1458.0,440.0,918.0,363.0,540.0,227.0,24.0,27.0,,,,,Ponce Municipio,Barceloneta Municipio,72_113,72_017,outflow_05_09_Puerto Rico.csv
72,127,72,017,Puerto Rico,San Juan Municipio,419840.0,413.0,368481.0,2301.0,45456.0,2127.0,30902.0,1756.0,14554.0,1220.0,3799.0,652.0,2104.0,387.0,Puerto Rico,Barceloneta Municipio,21918.0,517.0,20460.0,588.0,1458.0,440.0,918.0,363.0,540.0,227.0,36.0,59.0,,,,,San Juan Municipio,Barceloneta Municipio,72_127,72_017,outflow_05_09_Puerto Rico.csv
72,131,72,017,Puerto Rico,San Sebastián Municipio,47004.0,140.0,42257.0,988.0,4098.0,990.0,3043.0,766.0,1055.0,459.0,638.0,228.0,11.0,18.0,Puerto Rico,Barceloneta Municipio,21918.0,517.0,20460.0,588.0,1458.0,440.0,918.0,363.0,540.0,227.0,80.0,132.0,,,,,San Sebastián Municipio,Barceloneta Municipio,72_131,72_017,outflow_05_09_Puerto Rico.csv
