origin_fips_state,origin_fips_county,dest_fips_state,dest_fips_county,origin_state_name,origin_county_name,municipio_county_of_current_residence_estimate,origin_col_7_moe,origin_nonmovers_estimate,origin_col_9_moe,movers_within_puerto_rico_or_united_states1_estimate,origin_col_11_moe,movers_within_same_municipio_county_estimate,origin_col_13_moe,movers_from_different_municipio_or_county__same_state_estimate,origin_col_15_moe,origin_movers_diff_state_estimate,origin_col_17_moe,movers_from_elsewhere2_estimate,origin_col_19_moe,dest_state_name,dest_county_name,municipio_of_residence_1_year_ago_estimate,dest_col_23_moe,dest_nonmovers_estimate,dest_col_25_moe,movers_within_puerto_rico_estimate,dest_col_27_moe,movers_within_same_municipio_estimate,dest_col_29_moe,movers_to_different_municipio_estimate,dest_col_31_moe,movers_to_united_state_estimate,dest_col_33_moe,movers_in_county_to_county_flow_estimate,dest_col_35_moe,dest_col_36,dest_col_37,origin_county_name_clean,dest_county_name_clean,source_file
034,013,072,075,New Jersey,Essex County,776202.0,528.0,693871.0,3217.0,77448.0,3070.0,53077.0,2613.0,12621.0,1008.0,11750.0,1200.0,4883.0,568.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,11.0,18.0,,,Essex,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
034,023,072,075,New Jersey,Middlesex County,808370.0,535.0,719786.0,2828.0,80844.0,2751.0,48282.0,2308.0,21596.0,1489.0,10966.0,1020.0,7740.0,886.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,28.0,34.0,,,Middlesex,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
034,027,072,075,New Jersey,Morris County,490783.0,415.0,452507.0,2050.0,35501.0,1957.0,17395.0,1541.0,11357.0,1229.0,6749.0,866.0,2775.0,535.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,3.0,6.0,,,Morris,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
036,005,072,075,New York,Bronx County,1377094.0,960.0,1209594.0,4943.0,152571.0,4518.0,101520.0,4123.0,37861.0,2001.0,13190.0,1444.0,14929.0,1393.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,9.0,13.0,,,Bronx,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
036,055,072,075,New York,Monroe County,738533.0,508.0,629693.0,2685.0,104191.0,2812.0,78071.0,2437.0,14620.0,1202.0,11500.0,1109.0,4649.0,908.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,43.0,61.0,,,Monroe,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
036,071,072,075,New York,Orange County,369198.0,414.0,334033.0,2001.0,34183.0,1887.0,20708.0,1503.0,7219.0,1033.0,6256.0,908.0,982.0,363.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,9.0,14.0,,,Orange,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
037,051,072,075,North Carolina,Cumberland County,316609.0,430.0,243389.0,2379.0,67254.0,2373.0,37442.0,1992.0,8895.0,905.0,20917.0,1419.0,5966.0,633.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,32.0,36.0,,,Cumberland,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
039,007,072,075,Ohio,Ashtabula County,99844.0,161.0,86749.0,1175.0,12658.0,1125.0,9050.0,1030.0,2211.0,331.0,1397.0,297.0,437.0,268.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,19.0,30.0,,,Ashtabula,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
039,035,072,075,Ohio,Cuyahoga County,1259163.0,713.0,1071913.0,3720.0,181529.0,3698.0,142823.0,3545.0,20832.0,1221.0,17874.0,1052.0,5721.0,650.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,42.0,58.0,,,Cuyahoga,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
042,071,072,075,Pennsylvania,Lancaster County,516052.0,416.0,459751.0,2548.0,54273.0,2382.0,38087.0,2118.0,9182.0,880.0,7004.0,913.0,2028.0,507.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,32.0,53.0,,,Lancaster,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
042,101,072,075,Pennsylvania,Philadelphia County,1516924.0,905.0,1301016.0,5090.0,203299.0,5008.0,146703.0,4370.0,24396.0,1601.0,32200.0,1891.0,12609.0,1449.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,62.0,68.0,,,Philadelphia,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,013,072,075,Puerto Rico,Arecibo Municipio,94324.0,206.0,87441.0,840.0,6439.0,830.0,4131.0,754.0,2308.0,452.0,423.0,210.0,21.0,25.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,6.0,14.0,,,Arecibo Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,017,072,075,Puerto Rico,Barceloneta Municipio,24672.0,82.0,22425.0,611.0,2091.0,598.0,1167.0,499.0,924.0,326.0,127.0,118.0,29.0,45.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,2.0,3.0,,,Barceloneta Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,019,072,075,Puerto Rico,Barranquitas Municipio,29725.0,164.0,29125.0,300.0,533.0,207.0,277.0,151.0,256.0,145.0,67.0,78.0,,,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,6.0,12.0,,,Barranquitas Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,021,072,075,Puerto Rico,Bayamón Municipio,203000.0,250.0,187031.0,1296.0,14653.0,1172.0,7971.0,995.0,6682.0,771.0,1224.0,257.0,92.0,48.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,87.0,116.0,,,Bayamón Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,025,072,075,Puerto Rico,Caguas Municipio,140020.0,211.0,128808.0,1189.0,10219.0,1140.0,5844.0,862.0,4375.0,679.0,849.0,314.0,144.0,79.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,33.0,52.0,,,Caguas Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,035,072,075,Puerto Rico,Cayey Municipio,47210.0,126.0,42782.0,838.0,4125.0,799.0,2702.0,699.0,1423.0,401.0,240.0,161.0,63.0,58.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,29.0,48.0,,,Cayey Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,043,072,075,Puerto Rico,Coamo Municipio,40002.0,163.0,37594.0,561.0,2257.0,567.0,1668.0,508.0,589.0,245.0,123.0,84.0,28.0,45.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,72.0,69.0,,,Coamo Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,051,072,075,Puerto Rico,Dorado Municipio,37973.0,108.0,36461.0,474.0,1171.0,408.0,354.0,203.0,817.0,393.0,292.0,226.0,49.0,48.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,7.0,13.0,,,Dorado Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,057,072,075,Puerto Rico,Guayama Municipio,44100.0,169.0,40228.0,717.0,3428.0,600.0,2329.0,560.0,1099.0,336.0,444.0,309.0,,,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,21.0,35.0,,,Guayama Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,069,072,075,Puerto Rico,Humacao Municipio,57379.0,134.0,53747.0,658.0,3220.0,636.0,1608.0,412.0,1612.0,526.0,319.0,150.0,93.0,72.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,22.0,38.0,,,Humacao Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,071,072,075,Puerto Rico,Isabela Municipio,44864.0,140.0,43745.0,317.0,766.0,239.0,471.0,212.0,295.0,137.0,311.0,183.0,42.0,56.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,5.0,9.0,,,Isabela Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,073,072,075,Puerto Rico,Jayuya Municipio,16275.0,81.0,15020.0,436.0,1124.0,409.0,1083.0,406.0,41.0,38.0,130.0,131.0,1.0,4.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,16.0,27.0,,,Jayuya Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,077,072,075,Puerto Rico,Juncos Municipio,39903.0,151.0,38777.0,362.0,1060.0,337.0,517.0,211.0,543.0,310.0,66.0,80.0,,,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,43.0,56.0,,,Juncos Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,079,072,075,Puerto Rico,Lajas Municipio,25199.0,112.0,24530.0,359.0,565.0,331.0,364.0,216.0,201.0,200.0,104.0,103.0,,,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,7.0,12.0,,,Lajas Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,081,072,075,Puerto Rico,Lares Municipio,29791.0,105.0,28950.0,286.0,685.0,234.0,499.0,217.0,186.0,95.0,156.0,143.0,,,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,9.0,19.0,,,Lares Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,097,072,075,Puerto Rico,Mayagüez Municipio,86457.0,161.0,76979.0,904.0,8595.0,855.0,5014.0,712.0,3581.0,564.0,759.0,286.0,124.0,102.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,64.0,38.0,,,Mayagüez Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,113,072,075,Puerto Rico,Ponce Municipio,161221.0,217.0,145236.0,1148.0,13925.0,1133.0,10091.0,1022.0,3834.0,613.0,1824.0,487.0,236.0,166.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,670.0,311.0,,,Ponce Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,123,072,075,Puerto Rico,Salinas Municipio,30659.0,80.0,27810.0,609.0,2652.0,619.0,1644.0,550.0,1008.0,356.0,197.0,128.0,,,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,49.0,69.0,,,Salinas Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,127,072,075,Puerto Rico,San Juan Municipio,383291.0,362.0,338118.0,2156.0,39941.0,2119.0,25827.0,1499.0,14114.0,1379.0,3451.0,569.0,1781.0,361.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,129.0,87.0,,,San Juan Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,133,072,075,Puerto Rico,Santa Isabel Municipio,23041.0,86.0,21760.0,335.0,1107.0,320.0,654.0,242.0,453.0,230.0,166.0,162.0,8.0,12.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,19.0,32.0,,,Santa Isabel Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,139,072,075,Puerto Rico,Trujillo Alto Municipio,72993.0,202.0,67222.0,809.0,5426.0,756.0,2822.0,602.0,2604.0,528.0,260.0,141.0,85.0,90.0,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,67.0,84.0,,,Trujillo Alto Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,149,072,075,Puerto Rico,Villalba Municipio,25203.0,108.0,23043.0,442.0,1929.0,439.0,1571.0,418.0,358.0,124.0,231.0,149.0,,,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,21.0,32.0,,,Villalba Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
072,153,072,075,Puerto Rico,Yauco Municipio,40651.0,138.0,39232.0,463.0,1067.0,340.0,728.0,265.0,339.0,150.0,352.0,261.0,,,Puerto Rico,Juana Díaz Municipio,50452.0,621.0,47359.0,615.0,2447.0,534.0,1034.0,331.0,1413.0,383.0,646.0,242.0,29.0,42.0,,,Yauco Municipio,Juana Díaz Municipio,outflow_09_13_Puerto Rico.csv
002,220,072,077,Alaska,Sitka City and Borough,8797.0,91.0,7389.0,264.0,1319.0,227.0,778.0,157.0,120.0,60.0,421.0,170.0,89.0,49.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,6.0,11.0,,,Sitka City and Borough,Juncos Municipio,outflow_09_13_Puerto Rico.csv
012,057,072,077,Florida,Hillsborough County,1243653.0,858.0,1015779.0,5527.0,216526.0,5528.0,150436.0,4474.0,34001.0,2036.0,32089.0,2291.0,11348.0,1148.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,44.0,73.0,,,Hillsborough,Juncos Municipio,outflow_09_13_Puerto Rico.csv
012,086,072,077,Florida,Miami-Dade County,2520806.0,951.0,2190789.0,7513.0,291826.0,6945.0,233242.0,6259.0,28869.0,1855.0,29715.0,2013.0,38191.0,2497.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,13.0,22.0,,,Miami-Dade,Juncos Municipio,outflow_09_13_Puerto Rico.csv
012,095,072,077,Florida,Orange County,1161109.0,972.0,922905.0,6152.0,222321.0,5738.0,144101.0,4590.0,47288.0,2756.0,30932.0,2040.0,15883.0,1956.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,24.0,28.0,,,Orange,Juncos Municipio,outflow_09_13_Puerto Rico.csv
012,097,072,077,Florida,Osceola County,275739.0,579.0,235429.0,3296.0,37019.0,3159.0,20518.0,2196.0,10225.0,1401.0,6276.0,1321.0,3291.0,859.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,13.0,21.0,,,Osceola,Juncos Municipio,outflow_09_13_Puerto Rico.csv
012,099,072,077,Florida,Palm Beach County,1325330.0,833.0,1126865.0,5469.0,186167.0,5078.0,125352.0,4902.0,27205.0,1876.0,33610.0,1895.0,12298.0,1459.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,14.0,23.0,,,Palm Beach,Juncos Municipio,outflow_09_13_Puerto Rico.csv
012,105,072,077,Florida,Polk County,601879.0,741.0,504041.0,4304.0,93891.0,3958.0,62436.0,3353.0,16449.0,1729.0,15006.0,1352.0,3947.0,777.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,11.0,18.0,,,Polk,Juncos Municipio,outflow_09_13_Puerto Rico.csv
025,013,072,077,Massachusetts,Hampden County,460250.0,439.0,401170.0,2693.0,55686.0,2456.0,41777.0,2120.0,6685.0,862.0,7224.0,946.0,3394.0,682.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,179.0,223.0,,,Hampden,Juncos Municipio,outflow_09_13_Puerto Rico.csv
025,017,072,077,Massachusetts,Middlesex County,1505085.0,811.0,1295009.0,4880.0,191398.0,4703.0,110751.0,3945.0,41195.0,2274.0,39452.0,2186.0,18678.0,1414.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,90.0,103.0,,,Middlesex,Juncos Municipio,outflow_09_13_Puerto Rico.csv
032,003,072,077,Nevada,Clark County,1951257.0,1160.0,1498081.0,7448.0,440338.0,7384.0,351610.0,6624.0,4676.0,709.0,84052.0,3368.0,12838.0,1167.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,35.0,55.0,,,Clark,Juncos Municipio,outflow_09_13_Puerto Rico.csv
039,035,072,077,Ohio,Cuyahoga County,1259163.0,713.0,1071913.0,3720.0,181529.0,3698.0,142823.0,3545.0,20832.0,1221.0,17874.0,1052.0,5721.0,650.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,15.0,23.0,,,Cuyahoga,Juncos Municipio,outflow_09_13_Puerto Rico.csv
072,007,072,077,Puerto Rico,Aguas Buenas Municipio,28240.0,85.0,27726.0,246.0,456.0,214.0,367.0,209.0,89.0,62.0,42.0,39.0,16.0,24.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,2.0,5.0,,,Aguas Buenas Municipio,Juncos Municipio,outflow_09_13_Puerto Rico.csv
072,021,072,077,Puerto Rico,Bayamón Municipio,203000.0,250.0,187031.0,1296.0,14653.0,1172.0,7971.0,995.0,6682.0,771.0,1224.0,257.0,92.0,48.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,29.0,22.0,,,Bayamón Municipio,Juncos Municipio,outflow_09_13_Puerto Rico.csv
072,025,072,077,Puerto Rico,Caguas Municipio,140020.0,211.0,128808.0,1189.0,10219.0,1140.0,5844.0,862.0,4375.0,679.0,849.0,314.0,144.0,79.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,128.0,117.0,,,Caguas Municipio,Juncos Municipio,outflow_09_13_Puerto Rico.csv
072,031,072,077,Puerto Rico,Carolina Municipio,172310.0,252.0,155948.0,1439.0,14455.0,1249.0,8685.0,1015.0,5770.0,822.0,1524.0,425.0,383.0,200.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,49.0,62.0,,,Carolina Municipio,Juncos Municipio,outflow_09_13_Puerto Rico.csv
072,041,072,077,Puerto Rico,Cidra Municipio,42756.0,112.0,39057.0,720.0,3349.0,696.0,2475.0,618.0,874.0,264.0,333.0,158.0,17.0,26.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,34.0,55.0,,,Cidra Municipio,Juncos Municipio,outflow_09_13_Puerto Rico.csv
072,057,072,077,Puerto Rico,Guayama Municipio,44100.0,169.0,40228.0,717.0,3428.0,600.0,2329.0,560.0,1099.0,336.0,444.0,309.0,,,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,6.0,9.0,,,Guayama Municipio,Juncos Municipio,outflow_09_13_Puerto Rico.csv
072,063,072,077,Puerto Rico,Gurabo Municipio,45664.0,158.0,41813.0,747.0,3601.0,682.0,1629.0,510.0,1972.0,536.0,250.0,173.0,,,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,525.0,333.0,,,Gurabo Municipio,Juncos Municipio,outflow_09_13_Puerto Rico.csv
072,069,072,077,Puerto Rico,Humacao Municipio,57379.0,134.0,53747.0,658.0,3220.0,636.0,1608.0,412.0,1612.0,526.0,319.0,150.0,93.0,72.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,19.0,30.0,,,Humacao Municipio,Juncos Municipio,outflow_09_13_Puerto Rico.csv
072,075,072,077,Puerto Rico,Juana Díaz Municipio,49905.0,163.0,47359.0,615.0,2064.0,510.0,1034.0,331.0,1030.0,341.0,465.0,235.0,17.0,27.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,4.0,6.0,,,Juana Díaz Municipio,Juncos Municipio,outflow_09_13_Puerto Rico.csv
072,085,072,077,Puerto Rico,Las Piedras Municipio,38269.0,155.0,34888.0,715.0,3188.0,635.0,1597.0,466.0,1591.0,465.0,193.0,165.0,,,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,373.0,220.0,,,Las Piedras Municipio,Juncos Municipio,outflow_09_13_Puerto Rico.csv
072,089,072,077,Puerto Rico,Luquillo Municipio,19702.0,88.0,17259.0,577.0,1954.0,515.0,889.0,327.0,1065.0,437.0,479.0,231.0,10.0,15.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,11.0,16.0,,,Luquillo Municipio,Juncos Municipio,outflow_09_13_Puerto Rico.csv
072,097,072,077,Puerto Rico,Mayagüez Municipio,86457.0,161.0,76979.0,904.0,8595.0,855.0,5014.0,712.0,3581.0,564.0,759.0,286.0,124.0,102.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,3.0,5.0,,,Mayagüez Municipio,Juncos Municipio,outflow_09_13_Puerto Rico.csv
072,107,072,077,Puerto Rico,Orocovis Municipio,22903.0,89.0,21481.0,352.0,1332.0,354.0,1011.0,354.0,321.0,166.0,90.0,79.0,,,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,3.0,6.0,,,Orocovis Municipio,Juncos Municipio,outflow_09_13_Puerto Rico.csv
072,113,072,077,Puerto Rico,Ponce Municipio,161221.0,217.0,145236.0,1148.0,13925.0,1133.0,10091.0,1022.0,3834.0,613.0,1824.0,487.0,236.0,166.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,12.0,20.0,,,Ponce Municipio,Juncos Municipio,outflow_09_13_Puerto Rico.csv
072,119,072,077,Puerto Rico,Río Grande Municipio,53488.0,139.0,48014.0,888.0,5144.0,817.0,2269.0,638.0,2875.0,599.0,323.0,225.0,7.0,12.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,108.0,169.0,,,Río Grande Municipio,Juncos Municipio,outflow_09_13_Puerto Rico.csv
072,127,072,077,Puerto Rico,San Juan Municipio,383291.0,362.0,338118.0,2156.0,39941.0,2119.0,25827.0,1499.0,14114.0,1379.0,3451.0,569.0,1781.0,361.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,51.0,46.0,,,San Juan Municipio,Juncos Municipio,outflow_09_13_Puerto Rico.csv
072,129,072,077,Puerto Rico,San Lorenzo Municipio,40307.0,118.0,37517.0,589.0,2681.0,582.0,2096.0,589.0,585.0,277.0,91.0,75.0,18.0,20.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,94.0,129.0,,,San Lorenzo Municipio,Juncos Municipio,outflow_09_13_Puerto Rico.csv
072,145,072,077,Puerto Rico,Vega Baja Municipio,58042.0,189.0,56738.0,369.0,982.0,265.0,512.0,202.0,470.0,202.0,294.0,176.0,28.0,37.0,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,11.0,24.0,,,Vega Baja Municipio,Juncos Municipio,outflow_09_13_Puerto Rico.csv
072,151,072,077,Puerto Rico,Yabucoa Municipio,37034.0,97.0,34275.0,551.0,2167.0,538.0,1560.0,489.0,607.0,208.0,592.0,268.0,,,Puerto Rico,Juncos Municipio,41207.0,568.0,38777.0,362.0,1986.0,528.0,517.0,211.0,1469.0,468.0,444.0,273.0,7.0,10.0,,,Yabucoa Municipio,Juncos Municipio,outflow_09_13_Puerto Rico.csv
023,001,072,079,Maine,Androscoggin County,106287.0,237.0,90117.0,1210.0,15921.0,1183.0,10539.0,993.0,3634.0,686.0,1748.0,417.0,249.0,122.0,Puerto Rico,Lajas Municipio,25267.0,256.0,24530.0,359.0,616.0,227.0,364.0,216.0,252.0,106.0,121.0,95.0,1.0,2.0,,,Androscoggin,Lajas Municipio,outflow_09_13_Puerto Rico.csv
