origin_fips_state,origin_fips_county,dest_fips_state,dest_fips_county,origin_state_name,origin_county_name,municipio_county_of_current_residence_estimate,origin_col_7_moe,origin_nonmovers_estimate,origin_col_9_moe,movers_within_puerto_rico_or_united_states1_estimate,origin_col_11_moe,movers_within_same_municipio_county_estimate,origin_col_13_moe,movers_from_different_municipio_or_county__same_state_estimate,origin_col_15_moe,origin_movers_diff_state_estimate,origin_col_17_moe,movers_from_elsewhere2_estimate,origin_col_19_moe,dest_state_name,dest_county_name,municipio_of_residence_1_year_ago_estimate,dest_col_23_moe,dest_nonmovers_estimate,dest_col_25_moe,movers_within_puerto_rico_estimate,dest_col_27_moe,movers_within_same_municipio_estimate,dest_col_29_moe,movers_to_different_municipio_estimate,dest_col_31_moe,movers_to_united_states_estimate,dest_col_33_moe,movers_in_county_to_county_flow_estimate,dest_col_35_moe,dest_col_36,dest_col_37,origin_county_name_clean,dest_county_name_clean,origin_location_key,dest_location_key,source_file
17,031,72,054,Illinois,Cook County,5174030.0,1547.0,4489327.0,9175.0,646067.0,9133.0,511224.0,8099.0,51004.0,2208.0,83839.0,2906.0,38636.0,2083.0,Puerto Rico,Florida Municipio,12195.0,269.0,11698.0,226.0,449.0,234.0,111.0,135.0,338.0,193.0,48.0,47.0,22.0,37.0,,,Cook,Florida Municipio,17_031,72_054,outflow_13_17_Puerto Rico.csv
17,043,72,054,Illinois,DuPage County,921724.0,585.0,808244.0,3341.0,106929.0,3450.0,58345.0,2731.0,34828.0,1614.0,13756.0,1276.0,6551.0,847.0,Puerto Rico,Florida Municipio,12195.0,269.0,11698.0,226.0,449.0,234.0,111.0,135.0,338.0,193.0,48.0,47.0,17.0,26.0,,,DuPage,Florida Municipio,17_043,72_054,outflow_13_17_Puerto Rico.csv
55,079,72,054,Wisconsin,Milwaukee County,944271.0,749.0,784516.0,3587.0,155702.0,3563.0,118898.0,3590.0,19431.0,1213.0,17373.0,1253.0,4053.0,572.0,Puerto Rico,Florida Municipio,12195.0,269.0,11698.0,226.0,449.0,234.0,111.0,135.0,338.0,193.0,48.0,47.0,9.0,15.0,,,Milwaukee,Florida Municipio,55_079,72_054,outflow_13_17_Puerto Rico.csv
72,005,72,054,Puerto Rico,Aguadilla Municipio,55448.0,108.0,49824.0,737.0,4971.0,735.0,2921.0,605.0,2050.0,410.0,531.0,216.0,122.0,93.0,Puerto Rico,Florida Municipio,12195.0,269.0,11698.0,226.0,449.0,234.0,111.0,135.0,338.0,193.0,48.0,47.0,51.0,54.0,,,Aguadilla Municipio,Florida Municipio,72_005,72_054,outflow_13_17_Puerto Rico.csv
72,009,72,054,Puerto Rico,Aibonito Municipio,23707.0,108.0,22928.0,289.0,620.0,234.0,530.0,213.0,90.0,67.0,159.0,126.0,,,Puerto Rico,Florida Municipio,12195.0,269.0,11698.0,226.0,449.0,234.0,111.0,135.0,338.0,193.0,48.0,47.0,10.0,23.0,,,Aibonito Municipio,Florida Municipio,72_009,72_054,outflow_13_17_Puerto Rico.csv
72,011,72,054,Puerto Rico,Añasco Municipio,27564.0,136.0,26751.0,311.0,661.0,254.0,482.0,220.0,179.0,108.0,152.0,122.0,,,Puerto Rico,Florida Municipio,12195.0,269.0,11698.0,226.0,449.0,234.0,111.0,135.0,338.0,193.0,48.0,47.0,11.0,19.0,,,Añasco Municipio,Florida Municipio,72_011,72_054,outflow_13_17_Puerto Rico.csv
72,013,72,054,Puerto Rico,Arecibo Municipio,88711.0,193.0,82937.0,919.0,5196.0,848.0,2955.0,641.0,2241.0,598.0,548.0,236.0,30.0,38.0,Puerto Rico,Florida Municipio,12195.0,269.0,11698.0,226.0,449.0,234.0,111.0,135.0,338.0,193.0,48.0,47.0,10.0,16.0,,,Arecibo Municipio,Florida Municipio,72_013,72_054,outflow_13_17_Puerto Rico.csv
72,035,72,054,Puerto Rico,Cayey Municipio,45023.0,165.0,41223.0,715.0,3438.0,707.0,2277.0,510.0,1161.0,454.0,309.0,198.0,53.0,41.0,Puerto Rico,Florida Municipio,12195.0,269.0,11698.0,226.0,449.0,234.0,111.0,135.0,338.0,193.0,48.0,47.0,11.0,24.0,,,Cayey Municipio,Florida Municipio,72_035,72_054,outflow_13_17_Puerto Rico.csv
72,043,72,054,Puerto Rico,Coamo Municipio,39416.0,121.0,36301.0,744.0,2638.0,679.0,2042.0,575.0,596.0,313.0,451.0,313.0,26.0,31.0,Puerto Rico,Florida Municipio,12195.0,269.0,11698.0,226.0,449.0,234.0,111.0,135.0,338.0,193.0,48.0,47.0,14.0,22.0,,,Coamo Municipio,Florida Municipio,72_043,72_054,outflow_13_17_Puerto Rico.csv
72,059,72,054,Puerto Rico,Guayanilla Municipio,19357.0,108.0,18605.0,289.0,647.0,254.0,458.0,201.0,189.0,137.0,95.0,71.0,10.0,17.0,Puerto Rico,Florida Municipio,12195.0,269.0,11698.0,226.0,449.0,234.0,111.0,135.0,338.0,193.0,48.0,47.0,14.0,30.0,,,Guayanilla Municipio,Florida Municipio,72_059,72_054,outflow_13_17_Puerto Rico.csv
72,071,72,054,Puerto Rico,Isabela Municipio,42925.0,129.0,41763.0,471.0,902.0,390.0,554.0,307.0,348.0,138.0,247.0,179.0,13.0,20.0,Puerto Rico,Florida Municipio,12195.0,269.0,11698.0,226.0,449.0,234.0,111.0,135.0,338.0,193.0,48.0,47.0,7.0,16.0,,,Isabela Municipio,Florida Municipio,72_071,72_054,outflow_13_17_Puerto Rico.csv
72,075,72,054,Puerto Rico,Juana Díaz Municipio,47495.0,128.0,43433.0,686.0,3257.0,614.0,1648.0,415.0,1609.0,453.0,805.0,248.0,,,Puerto Rico,Florida Municipio,12195.0,269.0,11698.0,226.0,449.0,234.0,111.0,135.0,338.0,193.0,48.0,47.0,1.0,3.0,,,Juana Díaz Municipio,Florida Municipio,72_075,72_054,outflow_13_17_Puerto Rico.csv
72,081,72,054,Puerto Rico,Lares Municipio,27064.0,94.0,25933.0,399.0,1042.0,380.0,886.0,366.0,156.0,99.0,89.0,81.0,,,Puerto Rico,Florida Municipio,12195.0,269.0,11698.0,226.0,449.0,234.0,111.0,135.0,338.0,193.0,48.0,47.0,14.0,22.0,,,Lares Municipio,Florida Municipio,72_081,72_054,outflow_13_17_Puerto Rico.csv
72,113,72,054,Puerto Rico,Ponce Municipio,147048.0,291.0,135198.0,1179.0,10907.0,1079.0,7715.0,927.0,3192.0,528.0,769.0,290.0,174.0,95.0,Puerto Rico,Florida Municipio,12195.0,269.0,11698.0,226.0,449.0,234.0,111.0,135.0,338.0,193.0,48.0,47.0,17.0,35.0,,,Ponce Municipio,Florida Municipio,72_113,72_054,outflow_13_17_Puerto Rico.csv
72,127,72,054,Puerto Rico,San Juan Municipio,352108.0,361.0,318231.0,2006.0,30688.0,1873.0,20076.0,1574.0,10612.0,942.0,1949.0,383.0,1240.0,299.0,Puerto Rico,Florida Municipio,12195.0,269.0,11698.0,226.0,449.0,234.0,111.0,135.0,338.0,193.0,48.0,47.0,49.0,51.0,,,San Juan Municipio,Florida Municipio,72_127,72_054,outflow_13_17_Puerto Rico.csv
72,135,72,054,Puerto Rico,Toa Alta Municipio,73380.0,209.0,70328.0,730.0,2938.0,720.0,1233.0,418.0,1705.0,578.0,86.0,59.0,28.0,32.0,Puerto Rico,Florida Municipio,12195.0,269.0,11698.0,226.0,449.0,234.0,111.0,135.0,338.0,193.0,48.0,47.0,87.0,140.0,,,Toa Alta Municipio,Florida Municipio,72_135,72_054,outflow_13_17_Puerto Rico.csv
72,139,72,054,Puerto Rico,Trujillo Alto Municipio,68967.0,161.0,64008.0,921.0,4624.0,893.0,2923.0,752.0,1701.0,422.0,289.0,150.0,46.0,43.0,Puerto Rico,Florida Municipio,12195.0,269.0,11698.0,226.0,449.0,234.0,111.0,135.0,338.0,193.0,48.0,47.0,41.0,87.0,,,Trujillo Alto Municipio,Florida Municipio,72_139,72_054,outflow_13_17_Puerto Rico.csv
72,149,72,054,Puerto Rico,Villalba Municipio,23319.0,91.0,21401.0,430.0,1727.0,406.0,1194.0,326.0,533.0,264.0,168.0,113.0,23.0,36.0,Puerto Rico,Florida Municipio,12195.0,269.0,11698.0,226.0,449.0,234.0,111.0,135.0,338.0,193.0,48.0,47.0,1.0,3.0,,,Villalba Municipio,Florida Municipio,72_149,72_054,outflow_13_17_Puerto Rico.csv
08,005,72,055,Colorado,Arapahoe County,619048.0,582.0,500547.0,3900.0,113582.0,3817.0,53268.0,2754.0,39378.0,2036.0,20936.0,1400.0,4919.0,891.0,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,45.0,73.0,,,Arapahoe,Guánica Municipio,08_005,72_055,outflow_13_17_Puerto Rico.csv
08,123,72,055,Colorado,Weld County,281704.0,403.0,231448.0,2285.0,49234.0,2248.0,24387.0,1677.0,16655.0,1164.0,8192.0,938.0,1022.0,339.0,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,16.0,21.0,,,Weld,Guánica Municipio,08_123,72_055,outflow_13_17_Puerto Rico.csv
12,095,72,055,Florida,Orange County,1274727.0,1029.0,1034433.0,7254.0,219818.0,7001.0,133127.0,5567.0,49794.0,2855.0,36897.0,3512.0,20476.0,2015.0,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,48.0,53.0,,,Orange,Guánica Municipio,12_095,72_055,outflow_13_17_Puerto Rico.csv
17,031,72,055,Illinois,Cook County,5174030.0,1547.0,4489327.0,9175.0,646067.0,9133.0,511224.0,8099.0,51004.0,2208.0,83839.0,2906.0,38636.0,2083.0,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,19.0,30.0,,,Cook,Guánica Municipio,17_031,72_055,outflow_13_17_Puerto Rico.csv
36,047,72,055,New York,Kings County,2597231.0,1278.0,2354219.0,4816.0,218372.0,4517.0,144414.0,3661.0,44649.0,1866.0,29309.0,1386.0,24640.0,1353.0,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,23.0,24.0,,,Kings,Guánica Municipio,36_047,72_055,outflow_13_17_Puerto Rico.csv
55,079,72,055,Wisconsin,Milwaukee County,944271.0,749.0,784516.0,3587.0,155702.0,3563.0,118898.0,3590.0,19431.0,1213.0,17373.0,1253.0,4053.0,572.0,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,7.0,11.0,,,Milwaukee,Guánica Municipio,55_079,72_055,outflow_13_17_Puerto Rico.csv
72,005,72,055,Puerto Rico,Aguadilla Municipio,55448.0,108.0,49824.0,737.0,4971.0,735.0,2921.0,605.0,2050.0,410.0,531.0,216.0,122.0,93.0,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,5.0,11.0,,,Aguadilla Municipio,Guánica Municipio,72_005,72_055,outflow_13_17_Puerto Rico.csv
72,013,72,055,Puerto Rico,Arecibo Municipio,88711.0,193.0,82937.0,919.0,5196.0,848.0,2955.0,641.0,2241.0,598.0,548.0,236.0,30.0,38.0,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,7.0,14.0,,,Arecibo Municipio,Guánica Municipio,72_013,72_055,outflow_13_17_Puerto Rico.csv
72,015,72,055,Puerto Rico,Arroyo Municipio,18450.0,78.0,16864.0,559.0,1412.0,550.0,920.0,473.0,492.0,292.0,174.0,117.0,,,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,1.0,2.0,,,Arroyo Municipio,Guánica Municipio,72_015,72_055,outflow_13_17_Puerto Rico.csv
72,021,72,055,Puerto Rico,Bayamón Municipio,187089.0,259.0,170765.0,1195.0,14678.0,1159.0,8358.0,1061.0,6320.0,708.0,1491.0,362.0,155.0,64.0,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,4.0,5.0,,,Bayamón Municipio,Guánica Municipio,72_021,72_055,outflow_13_17_Puerto Rico.csv
72,043,72,055,Puerto Rico,Coamo Municipio,39416.0,121.0,36301.0,744.0,2638.0,679.0,2042.0,575.0,596.0,313.0,451.0,313.0,26.0,31.0,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,1.0,2.0,,,Coamo Municipio,Guánica Municipio,72_043,72_055,outflow_13_17_Puerto Rico.csv
72,061,72,055,Puerto Rico,Guaynabo Municipio,90031.0,203.0,83001.0,1023.0,6120.0,892.0,2515.0,700.0,3605.0,688.0,709.0,289.0,201.0,121.0,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,11.0,17.0,,,Guaynabo Municipio,Guánica Municipio,72_061,72_055,outflow_13_17_Puerto Rico.csv
72,069,72,055,Puerto Rico,Humacao Municipio,54078.0,207.0,50489.0,726.0,3289.0,676.0,2171.0,550.0,1118.0,381.0,268.0,149.0,32.0,52.0,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,15.0,23.0,,,Humacao Municipio,Guánica Municipio,72_069,72_055,outflow_13_17_Puerto Rico.csv
72,071,72,055,Puerto Rico,Isabela Municipio,42925.0,129.0,41763.0,471.0,902.0,390.0,554.0,307.0,348.0,138.0,247.0,179.0,13.0,20.0,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,3.0,6.0,,,Isabela Municipio,Guánica Municipio,72_071,72_055,outflow_13_17_Puerto Rico.csv
72,075,72,055,Puerto Rico,Juana Díaz Municipio,47495.0,128.0,43433.0,686.0,3257.0,614.0,1648.0,415.0,1609.0,453.0,805.0,248.0,,,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,26.0,42.0,,,Juana Díaz Municipio,Guánica Municipio,72_075,72_055,outflow_13_17_Puerto Rico.csv
72,097,72,055,Puerto Rico,Mayagüez Municipio,79021.0,222.0,69411.0,1123.0,8891.0,1122.0,5332.0,923.0,3559.0,682.0,596.0,290.0,123.0,95.0,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,31.0,50.0,,,Mayagüez Municipio,Guánica Municipio,72_097,72_055,outflow_13_17_Puerto Rico.csv
72,113,72,055,Puerto Rico,Ponce Municipio,147048.0,291.0,135198.0,1179.0,10907.0,1079.0,7715.0,927.0,3192.0,528.0,769.0,290.0,174.0,95.0,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,29.0,19.0,,,Ponce Municipio,Guánica Municipio,72_113,72_055,outflow_13_17_Puerto Rico.csv
72,117,72,055,Puerto Rico,Rincón Municipio,14443.0,78.0,13944.0,266.0,282.0,192.0,125.0,86.0,157.0,180.0,195.0,158.0,22.0,34.0,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,1.0,4.0,,,Rincón Municipio,Guánica Municipio,72_117,72_055,outflow_13_17_Puerto Rico.csv
72,123,72,055,Puerto Rico,Salinas Municipio,29086.0,89.0,26724.0,686.0,2108.0,657.0,1232.0,506.0,876.0,398.0,254.0,172.0,,,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,1.0,3.0,,,Salinas Municipio,Guánica Municipio,72_123,72_055,outflow_13_17_Puerto Rico.csv
72,127,72,055,Puerto Rico,San Juan Municipio,352108.0,361.0,318231.0,2006.0,30688.0,1873.0,20076.0,1574.0,10612.0,942.0,1949.0,383.0,1240.0,299.0,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,9.0,16.0,,,San Juan Municipio,Guánica Municipio,72_127,72_055,outflow_13_17_Puerto Rico.csv
72,149,72,055,Puerto Rico,Villalba Municipio,23319.0,91.0,21401.0,430.0,1727.0,406.0,1194.0,326.0,533.0,264.0,168.0,113.0,23.0,36.0,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,15.0,24.0,,,Villalba Municipio,Guánica Municipio,72_149,72_055,outflow_13_17_Puerto Rico.csv
72,151,72,055,Puerto Rico,Yabucoa Municipio,34709.0,138.0,31679.0,745.0,2573.0,694.0,1635.0,590.0,938.0,433.0,457.0,323.0,,,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,2.0,4.0,,,Yabucoa Municipio,Guánica Municipio,72_151,72_055,outflow_13_17_Puerto Rico.csv
72,153,72,055,Puerto Rico,Yauco Municipio,37062.0,136.0,35793.0,405.0,966.0,313.0,683.0,271.0,283.0,162.0,196.0,107.0,107.0,147.0,Puerto Rico,Guánica Municipio,17358.0,185.0,16615.0,239.0,585.0,222.0,399.0,197.0,186.0,91.0,158.0,104.0,25.0,39.0,,,Yauco Municipio,Guánica Municipio,72_153,72_055,outflow_13_17_Puerto Rico.csv
12,011,72,057,Florida,Broward County,1870000.0,1279.0,1567853.0,6956.0,270961.0,7206.0,189907.0,6060.0,45077.0,2629.0,35977.0,2141.0,31186.0,2031.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,17.0,24.0,,,Broward,Guayama Municipio,12_011,72_057,outflow_13_17_Puerto Rico.csv
12,057,72,057,Florida,Hillsborough County,1334621.0,845.0,1092354.0,5676.0,227874.0,5329.0,153104.0,4686.0,36411.0,2215.0,38359.0,2067.0,14393.0,1445.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,128.0,189.0,,,Hillsborough,Guayama Municipio,12_057,72_057,outflow_13_17_Puerto Rico.csv
12,095,72,057,Florida,Orange County,1274727.0,1029.0,1034433.0,7254.0,219818.0,7001.0,133127.0,5567.0,49794.0,2855.0,36897.0,3512.0,20476.0,2015.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,19.0,31.0,,,Orange,Guayama Municipio,12_095,72_057,outflow_13_17_Puerto Rico.csv
12,099,72,057,Florida,Palm Beach County,1412446.0,926.0,1193610.0,4663.0,202003.0,4613.0,132445.0,4318.0,32404.0,1797.0,37154.0,2363.0,16833.0,1441.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,61.0,85.0,,,Palm Beach,Guayama Municipio,12_099,72_057,outflow_13_17_Puerto Rico.csv
12,101,72,057,Florida,Pasco County,493307.0,486.0,430564.0,2697.0,60615.0,2750.0,29293.0,1754.0,17795.0,1385.0,13527.0,1345.0,2128.0,387.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,51.0,59.0,,,Pasco,Guayama Municipio,12_101,72_057,outflow_13_17_Puerto Rico.csv
12,103,72,057,Florida,Pinellas County,941616.0,646.0,792972.0,3690.0,142602.0,3697.0,91155.0,3117.0,20587.0,1427.0,30860.0,1696.0,6042.0,947.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,83.0,111.0,,,Pinellas,Guayama Municipio,12_103,72_057,outflow_13_17_Puerto Rico.csv
12,105,72,057,Florida,Polk County,644914.0,646.0,548247.0,3771.0,92085.0,3582.0,55421.0,2943.0,18281.0,1429.0,18383.0,1680.0,4582.0,712.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,24.0,41.0,,,Polk,Guayama Municipio,12_105,72_057,outflow_13_17_Puerto Rico.csv
12,117,72,057,Florida,Seminole County,445172.0,521.0,382385.0,2981.0,59225.0,2908.0,26252.0,2022.0,22689.0,1946.0,10284.0,1175.0,3562.0,680.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,34.0,56.0,,,Seminole,Guayama Municipio,12_117,72_057,outflow_13_17_Puerto Rico.csv
13,063,72,057,Georgia,Clayton County,270151.0,481.0,216456.0,2719.0,52717.0,2667.0,24804.0,2162.0,20035.0,2037.0,7878.0,1425.0,978.0,259.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,10.0,18.0,,,Clayton,Guayama Municipio,13_063,72_057,outflow_13_17_Puerto Rico.csv
17,031,72,057,Illinois,Cook County,5174030.0,1547.0,4489327.0,9175.0,646067.0,9133.0,511224.0,8099.0,51004.0,2208.0,83839.0,2906.0,38636.0,2083.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,43.0,64.0,,,Cook,Guayama Municipio,17_031,72_057,outflow_13_17_Puerto Rico.csv
17,115,72,057,Illinois,Macon County,106428.0,193.0,88694.0,1050.0,17543.0,1063.0,13016.0,1104.0,3050.0,408.0,1477.0,305.0,191.0,87.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,16.0,23.0,,,Macon,Guayama Municipio,17_115,72_057,outflow_13_17_Puerto Rico.csv
25,005,72,057,Massachusetts,Bristol County,551693.0,460.0,488979.0,2799.0,60193.0,2594.0,38766.0,2030.0,13600.0,1441.0,7827.0,833.0,2521.0,548.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,13.0,21.0,,,Bristol,Guayama Municipio,25_005,72_057,outflow_13_17_Puerto Rico.csv
25,027,72,057,Massachusetts,Worcester County,809960.0,490.0,718173.0,2829.0,85870.0,2921.0,57714.0,2549.0,15818.0,1036.0,12338.0,1058.0,5917.0,738.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,29.0,47.0,,,Worcester,Guayama Municipio,25_027,72_057,outflow_13_17_Puerto Rico.csv
34,003,72,057,New Jersey,Bergen County,929206.0,642.0,846914.0,3391.0,74414.0,3423.0,43962.0,2655.0,14391.0,1456.0,16061.0,1339.0,7878.0,843.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,42.0,66.0,,,Bergen,Guayama Municipio,34_003,72_057,outflow_13_17_Puerto Rico.csv
34,005,72,057,New Jersey,Burlington County,444961.0,370.0,399638.0,2156.0,42779.0,2150.0,23142.0,1568.0,10769.0,1022.0,8868.0,803.0,2544.0,516.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,12.0,20.0,,,Burlington,Guayama Municipio,34_005,72_057,outflow_13_17_Puerto Rico.csv
36,055,72,057,New York,Monroe County,741085.0,514.0,627340.0,3105.0,108425.0,2946.0,77537.0,2602.0,18000.0,1264.0,12888.0,1248.0,5320.0,787.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,37.0,58.0,,,Monroe,Guayama Municipio,36_055,72_057,outflow_13_17_Puerto Rico.csv
36,069,72,057,New York,Ontario County,108441.0,179.0,93300.0,1045.0,14692.0,1041.0,7817.0,934.0,4865.0,619.0,2010.0,378.0,449.0,181.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,6.0,10.0,,,Ontario,Guayama Municipio,36_069,72_057,outflow_13_17_Puerto Rico.csv
36,087,72,057,New York,Rockland County,320541.0,418.0,293303.0,1977.0,25126.0,1890.0,16678.0,1688.0,5421.0,764.0,3027.0,513.0,2112.0,443.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,15.0,25.0,,,Rockland,Guayama Municipio,36_087,72_057,outflow_13_17_Puerto Rico.csv
37,133,72,057,North Carolina,Onslow County,189053.0,396.0,135448.0,2398.0,50251.0,2397.0,21938.0,1971.0,5900.0,1051.0,22413.0,2075.0,3354.0,615.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,10.0,22.0,,,Onslow,Guayama Municipio,37_133,72_057,outflow_13_17_Puerto Rico.csv
39,049,72,057,Ohio,Franklin County,1236049.0,861.0,994959.0,5142.0,231018.0,5024.0,164706.0,4207.0,38289.0,1935.0,28023.0,2142.0,10072.0,1453.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,12.0,19.0,,,Franklin,Guayama Municipio,39_049,72_057,outflow_13_17_Puerto Rico.csv
39,093,72,057,Ohio,Lorain County,302403.0,359.0,260313.0,2460.0,41022.0,2396.0,27225.0,1890.0,10003.0,1405.0,3794.0,608.0,1068.0,278.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,6.0,9.0,,,Lorain,Guayama Municipio,39_093,72_057,outflow_13_17_Puerto Rico.csv
42,011,72,057,Pennsylvania,Berks County,410786.0,381.0,358968.0,2644.0,50276.0,2539.0,34575.0,1956.0,10333.0,1095.0,5368.0,743.0,1542.0,365.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,48.0,70.0,,,Berks,Guayama Municipio,42_011,72_057,outflow_13_17_Puerto Rico.csv
42,075,72,057,Pennsylvania,Lebanon County,135841.0,249.0,118986.0,1227.0,15918.0,1189.0,10038.0,1017.0,4483.0,680.0,1397.0,358.0,937.0,408.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,98.0,114.0,,,Lebanon,Guayama Municipio,42_075,72_057,outflow_13_17_Puerto Rico.csv
42,077,72,057,Pennsylvania,Lehigh County,356524.0,388.0,306356.0,1926.0,47496.0,1997.0,29531.0,1896.0,10253.0,997.0,7712.0,958.0,2672.0,533.0,Puerto Rico,Guayama Municipio,43165.0,735.0,38612.0,752.0,3356.0,868.0,1942.0,713.0,1414.0,401.0,1197.0,331.0,74.0,83.0,,,Lehigh,Guayama Municipio,42_077,72_057,outflow_13_17_Puerto Rico.csv
